State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,St. Charles County,,,,"$323,640",,,"$2,000",,,"$1,750",,,,,
,,St. Clair County,,,,"$134,980",,,$830,,,$730,,,,,
,,Ste. Genevieve County,,,,"$210,850",,,"$1,300",,,"$1,150",,,,,
,,St. Francois County,,,,"$172,230",,,"$1,060",,,$940,,,,,
,,St. Louis County,,,,"$284,370",,,"$1,750",,,"$1,530",,,,,
,,Saline County,,,,"$138,290",,,$850,,,$750,,,,,
,,Schuyler County,,,,"$113,320",,,$700,,,$620,,,,,
,,Scotland County,,,,"$145,660",,,$900,,,$790,,,,,
,,Scott County,,,,"$141,710",,,$870,,,$770,,,,,
,,Shannon County,,,,"$151,100",,,$930,,,$820,,,,,
,,Shelby County,,,,"$91,660",,,$570,,,$500,,,,,
,,Stoddard County,,,,"$131,250",,,$810,,,$710,,,,,
,,Stone County,,,,"$235,180",,,"$1,450",,,"$1,280",,,,,
,,Sullivan County,,,,"$97,530",,,$600,,,$530,,,,,
,,Taney County,,,,"$186,840",,,"$1,150",,,"$1,020",,,,,
,,Texas County,,,,"$128,900",,,$800,,,$700,,,,,
,,Vernon County,,,,"$136,370",,,$840,,,$740,,,,,
,,Warren County,,,,"$244,240",,,"$1,510",,,"$1,320",,,,,
,,Washington County,,,,"$120,830",,,$750,,,$650,,,,,
,,Wayne County,,,,"$117,380",,,$720,,,$640,,,,,
,,Webster County,,,,"$199,370",,,"$1,230",,,"$1,070",,,,,
,,Worth County,,,,"$94,010",,,$580,,,$510,,,,,
,,Wright County,,,,"$151,100",,,$930,,,$820,,,,,
,,St. Louis city,,,,"$204,860",,,"$1,260",,,"$1,110",,,,,
Montana,,Beaverhead County,,,,"$289,270",,,"$1,780",,,"$1,620",,,,,
,,Big Horn County,,,,"$166,000",,,"$1,020",,,$930,,,,,
,,Blaine County,,,,"$124,110",,,$770,,,$690,,,,,
,,Broadwater County,,,,"$348,940",,,"$2,150",,,"$1,950",,,,,
,,Carbon County,,,,"$358,500",,,"$2,210",,,"$2,070",,,,,
,,Carter County,,,,"$146,460",,,$900,,,$820,,,,,
,,Cascade County,,,,"$277,100",,,"$1,710",,,"$1,440",,,,,
,,Chouteau County,,,,"$178,780",,,"$1,100",,,"$1,000",,,,,
,,Custer County,,,,"$208,920",,,"$1,290",,,"$1,170",,,,,
,,Daniels County,,,,"$168,700",,,"$1,040",,,$940,,,,,
,,Dawson County,,,,"$204,870",,,"$1,260",,,"$1,140",,,,,
,,Deer Lodge County,,,,"$182,630",,,"$1,130",,,"$1,020",,,,,
,,Fallon County,,,,"$240,420",,,"$1,480",,,"$1,340",,,,,
,,Fergus County,,,,"$182,730",,,"$1,130",,,"$1,020",,,,,
,,Flathead County,,,,"$559,730",,,"$3,450",,,"$3,130",,,,,
,,Gallatin County,,,,"$652,970",,,"$4,030",,,"$3,650",,,,,
,,Garfield County,,,,"$171,400",,,"$1,060",,,$960,,,,,
,,Glacier County,,,,"$144,900",,,$890,,,$810,,,,,
,,Golden Valley County,,,,"$144,380",,,$890,,,$810,,,,,
,,Granite County,,,,"$294,470",,,"$1,820",,,"$1,650",,,,,
,,Hill County,,,,"$190,530",,,"$1,180",,,"$1,060",,,,,
,,Jefferson County,,,,"$368,680",,,"$2,270",,,"$2,060",,,,,
,,Judith Basin County,,,,"$214,120",,,"$1,320",,,"$1,200",,,,,
,,Lake County,,,,"$351,010",,,"$2,170",,,"$1,960",,,,,
,,Lewis and Clark County,,,,"$398,100",,,"$2,460",,,"$2,220",,,,,
,,Liberty County,,,,"$122,960",,,$760,,,$690,,,,,
,,Lincoln County,,,,"$242,600",,,"$1,500",,,"$1,360",,,,,
,,McCone County,,,,"$194,060",,,"$1,200",,,"$1,080",,,,,
,,Madison County,,,,"$389,990",,,"$2,410",,,"$2,180",,,,,
,,Meagher County,,,,"$214,020",,,"$1,320",,,"$1,200",,,,,
,,Mineral County,,,,"$285,530",,,"$1,760",,,"$1,600",,,,,
,,Missoula County,,,,"$493,830",,,"$3,050",,,"$2,750",,,,,
,,Musselshell County,,,,"$230,960",,,"$1,430",,,"$1,290",,,,,
,,Park County,,,,"$415,670",,,"$2,560",,,"$2,320",,,,,
,,Petroleum County,,,,"$158,620",,,$980,,,$890,,,,,
,,Phillips County,,,,"$185,120",,,"$1,140",,,"$1,030",,,,,
,,Pondera County,,,,"$178,780",,,"$1,100",,,"$1,000",,,,,
,,Powder River County,,,,"$174,100",,,"$1,070",,,$970,,,,,
,,Powell County,,,,"$235,530",,,"$1,450",,,"$1,320",,,,,
,,Prairie County,,,,"$146,140",,,$900,,,$820,,,,,
,,Ravalli County,,,,"$393,320",,,"$2,430",,,"$2,200",,,,,
,,Richland County,,,,"$255,590",,,"$1,580",,,"$1,430",,,,,
,,Roosevelt County,,,,"$117,250",,,$720,,,$660,,,,,
,,Rosebud County,,,,"$166,200",,,"$1,030",,,$930,,,,,
,,Sanders County,,,,"$296,550",,,"$1,830",,,"$1,660",,,,,
,,Sheridan County,,,,"$126,600",,,$780,,,$710,,,,,
,,Silver Bow County,,,,"$203,520",,,"$1,260",,,"$1,140",,,,,
,,Stillwater County,,,,"$328,670",,,"$2,030",,,"$1,840",,,,,
,,Sweet Grass County,,,,"$281,790",,,"$1,740",,,"$1,570",,,,,
,,Teton County,,,,"$225,760",,,"$1,390",,,"$1,260",,,,,
,,Toole County,,,,"$172,750",,,"$1,070",,,$970,,,,,
,,Treasure County,,,,"$219,010",,,"$1,350",,,"$1,220",,,,,
,,Valley County,,,,"$190,420",,,"$1,170",,,"$1,060",,,,,
,,Wheatland County,,,,"$169,630",,,"$1,050",,,$950,,,,,
,,Wibaux County,,,,"$105,810",,,$650,,,$590,,,,,
,,Yellowstone County,,,,"$333,500",,,"$2,060",,,"$1,920",,,,,
,,Adams County,,,,"$172,690",,,"$1,070",,,$970,,,,,
,,Antelope County,,,,"$108,520",,,$670,,,$610,,,,,
,,Arthur County,,,,"$170,620",,,"$1,050",,,$950,,,,,
,,Banner County,,,,"$180,900",,,"$1,120",,,"$1,010",,,,,
,,Blaine County,,,,"$89,000",,,$550,,,$500,,,,,
,,Boone County,,,,"$171,760",,,"$1,060",,,$960,,,,,
,,Box Butte County,,,,"$167,810",,,"$1,040",,,$940,,,,,
,,Boyd County,,,,"$98,860",,,$610,,,$550,,,,,
,,Brown County,,,,"$93,150",,,$570,,,$520,,,,,
,,Buffalo County,,,,"$227,010",,,"$1,400",,,"$1,270",,,,,
,,Burt County,,,,"$127,830",,,$790,,,$710,,,,,
,,Butler County,,,,"$156,180",,,$960,,,$870,,,,,
,,Cass County,,,,"$251,800",,,"$1,550",,,"$1,360",,,,,
,,Cedar County,,,,"$166,880",,,"$1,030",,,$930,,,,,
,,Chase County,,,,"$183,700",,,"$1,130",,,"$1,030",,,,,
,,Cherry County,,,,"$142,580",,,$880,,,$800,,,,,
,,Cheyenne County,,,,"$121,810",,,$750,,,$680,,,,,
,,Clay County,,,,"$134,580",,,$830,,,$750,,,,,
,,Colfax County,,,,"$107,380",,,$660,,,$600,,,,,
,,Cuming County,,,,"$166,150",,,"$1,030",,,$930,,,,,
,,Custer County,,,,"$138,530",,,$850,,,$770,,,,,
,,Dakota County,,,,"$168,790",,,"$1,040",,,$920,,,,,
,,Dawes County,,,,"$147,560",,,$910,,,$830,,,,,
,,Dawson County,,,,"$142,160",,,$880,,,$800,,,,,
,,Deuel County,,,,"$95,430",,,$590,,,$530,,,,,
,,Dixon County,,,,"$131,350",,,$810,,,$720,,,,,
,,Dodge County,,,,"$175,390",,,"$1,080",,,$980,,,,,
,,Douglas County,,,,"$281,570",,,"$1,740",,,"$1,520",,,,,
,,Dundy County,,,,"$114,130",,,$700,,,$640,,,,,
,,Fillmore County,,,,"$127,420",,,$790,,,$710,,,,,
,,Franklin County,,,,"$99,070",,,$610,,,$550,,,,,
,,Frontier County,,,,"$129,290",,,$800,,,$720,,,,,
,,Furnas County,,,,"$88,890",,,$550,,,$500,,,,,
,,Gage County,,,,"$161,580",,,"$1,000",,,$900,,,,,
,,Garden County,,,,"$95,230",,,$590,,,$530,,,,,
,,Garfield County,,,,"$128,250",,,$790,,,$720,,,,,
,,Gosper County,,,,"$199,490",,,"$1,230",,,"$1,120",,,,,
,,Grant County,,,,"$108,210",,,$670,,,$610,,,,,
,,Greeley County,,,,"$88,580",,,$550,,,$500,,,,,
,,Hall County,,,,"$198,140",,,"$1,220",,,"$1,110",,,,,
,,Hamilton County,,,,"$208,940",,,"$1,290",,,"$1,170",,,,,
,,Harlan County,,,,"$141,020",,,$870,,,$790,,,,,
,,Hayes County,,,,"$108,830",,,$670,,,$610,,,,,
,,Hitchcock County,,,,"$88,790",,,$550,,,$500,,,,,
,,Holt County,,,,"$154,630",,,$950,,,$860,,,,,
,,Hooker County,,,,"$81,310",,,$500,,,$450,,,,,
,,Howard County,,,,"$188,580",,,"$1,160",,,"$1,050",,,,,
,,Jefferson County,,,,"$121,190",,,$750,,,$680,,,,,
,,Johnson County,,,,"$121,810",,,$750,,,$680,,,,,
,,Kearney County,,,,"$211,010",,,"$1,300",,,"$1,180",,,,,
,,Keith County,,,,"$165,010",,,"$1,020",,,$920,,,,,
,,Keya Paha County,,,,"$113,190",,,$700,,,$630,,,,,
,,Kimball County,,,,"$96,060",,,$590,,,$540,,,,,
,,Knox County,,,,"$117,030",,,$720,,,$650,,,,,
,,Lancaster County,,,,"$277,970",,,"$1,720",,,"$1,550",,,,,
,,Lincoln County,,,,"$174,360",,,"$1,080",,,$980,,,,,
,,Logan County,,,,"$128,350",,,$790,,,$720,,,,,
,,Loup County,,,,"$120,980",,,$750,,,$680,,,,,
,,McPherson County,,,,"$109,350",,,$670,,,$610,,,,,
,,Madison County,,,,"$194,290",,,"$1,200",,,"$1,090",,,,,
,,Merrick County,,,,"$165,430",,,"$1,020",,,$930,,,,,
,,Morrill County,,,,"$111,840",,,$690,,,$630,,,,,
,,Nance County,,,,"$112,150",,,$690,,,$630,,,,,
,,Nemaha County,,,,"$122,850",,,$760,,,$690,,,,,
,,Nuckolls County,,,,"$91,900",,,$570,,,$510,,,,,
,,Otoe County,,,,"$179,130",,,"$1,110",,,"$1,000",,,,,
,,Pawnee County,,,,"$76,850",,,$470,,,$430,,,,,
,,Perkins County,,,,"$148,810",,,$920,,,$830,,,,,
,,Phelps County,,,,"$167,500",,,"$1,030",,,$940,,,,,
,,Pierce County,,,,"$173,840",,,"$1,070",,,$970,,,,,
,,Platte County,,,,"$203,330",,,"$1,250",,,"$1,140",,,,,
,,Polk County,,,,"$158,570",,,$980,,,$890,,,,,
,,Red Willow County,,,,"$150,260",,,$930,,,$840,,,,,
,,Richardson County,,,,"$92,940",,,$570,,,$520,,,,,
,,Rock County,,,,"$90,660",,,$560,,,$510,,,,,
,,Saline County,,,,"$161,790",,,"$1,000",,,$900,,,,,
,,Sarpy County,,,,"$317,680",,,"$1,960",,,"$1,720",,,,,
,,Saunders County,,,,"$237,080",,,"$1,460",,,"$1,280",,,,,
,,Scotts Bluff County,,,,"$156,390",,,$960,,,$870,,,,,
,,Seward County,,,,"$218,010",,,"$1,350",,,"$1,210",,,,,
,,Sheridan County,,,,"$100,630",,,$620,,,$560,,,,,
,,Sherman County,,,,"$116,830",,,$720,,,$650,,,,,
,,Sioux County,,,,"$163,870",,,"$1,010",,,$920,,,,,
,,Stanton County,,,,"$177,470",,,"$1,100",,,$990,,,,,
,,Thayer County,,,,"$95,120",,,$590,,,$530,,,,,
,,Thomas County,,,,"$146,010",,,$900,,,$820,,,,,
,,Thurston County,,,,"$93,460",,,$580,,,$520,,,,,
,,Valley County,,,,"$130,640",,,$810,,,$730,,,,,
,,Washington County,,,,"$285,650",,,"$1,760",,,"$1,540",,,,,
,,Wayne County,,,,"$182,980",,,"$1,130",,,"$1,020",,,,,
,,Webster County,,,,"$96,370",,,$590,,,$540,,,,,
,,Wheeler County,,,,"$105,300",,,$650,,,$590,,,,,
,,York County,,,,"$166,670",,,"$1,030",,,$930,,,,,
Nevada,,Churchill County,,,,"$253,350",,,"$1,560",,,"$1,480",,,,,
,,Clark County,,,,"$442,010",,,"$2,730",,,"$2,510",,,,,
,,Douglas County,,,,"$525,760",,,"$3,240",,,"$3,080",,,,,
,,Elko County,,,,"$272,210",,,"$1,680",,,"$1,590",,,,,
,,Esmeralda County,,,,"$94,810",,,$580,,,$550,,,,,
,,Eureka County,,,,"$176,120",,,"$1,090",,,"$1,030",,,,,
,,Humboldt County,,,,"$240,450",,,"$1,480",,,"$1,410",,,,,
,,Lander County,,,,"$196,570",,,"$1,210",,,"$1,150",,,,,
,,Lincoln County,,,,"$170,560",,,"$1,050",,,"$1,000",,,,,
,,Lyon County,,,,"$311,920",,,"$1,920",,,"$1,820",,,,,
,,Mineral County,,,,"$152,290",,,$940,,,$890,,,,,
,,Nye County,,,,"$233,790",,,"$1,440",,,"$1,370",,,,,
,,Pershing County,,,,"$163,210",,,"$1,010",,,$950,,,,,
,,Storey County,,,,"$304,390",,,"$1,880",,,"$1,730",,,,,
,,Washoe County,,,,"$542,130",,,"$3,350",,,"$3,080",,,,,
,,White Pine County,,,,"$196,170",,,"$1,210",,,"$1,150",,,,,
,,Carson City,,,,"$391,910",,,"$2,420",,,"$2,270",,,,,
New Hampshire,,Belknap County,,,,"$329,700",,,"$2,030",,,"$1,720",,,,,
,,Carroll County,,,,"$351,870",,,"$2,170",,,"$1,830",,,,,
,,Cheshire County,,,,"$300,510",,,"$1,850",,,"$1,570",,,,,
,,Coos County,,,,"$175,940",,,"$1,090",,,$920,,,,,
,,Grafton County,,,,"$377,500",,,"$2,330",,,"$1,970",,,,,
,,Hillsborough County,,,,"$432,230",,,"$2,670",,,"$2,370",,,,,
,,Merrimack County,,,,"$401,350",,,"$2,480",,,"$2,090",,,,,
,,Rockingham County,,,,"$526,680",,,"$3,250",,,"$2,810",,,,,
,,Strafford County,,,,"$378,270",,,"$2,330",,,"$2,020",,,,,
,,Sullivan County,,,,"$235,550",,,"$1,450",,,"$1,230",,,,,
New Jersey,,Atlantic County,,,,"$325,020",,,"$2,010",,,"$1,680",,,,,
,,Bergen County,,,,"$618,680",,,"$3,820",,,"$3,360",,,,,
,,Burlington County,,,,"$342,960",,,"$2,120",,,"$1,910",,,,,
,,Camden County,,,,"$282,550",,,"$1,740",,,"$1,580",,,,,
,,Cape May County,,,,"$510,190",,,"$3,150",,,"$2,610",,,,,
,,Cumberland County,,,,"$230,310",,,"$1,420",,,"$1,170",,,,,
,,Essex County,,,,"$528,320",,,"$3,260",,,"$2,870",,,,,
,,Gloucester County,,,,"$302,340",,,"$1,870",,,"$1,690",,,,,
,,Hudson County,,,,"$562,650",,,"$3,470",,,"$3,060",,,,,
,,Hunterdon County,,,,"$513,460",,,"$3,170",,,"$2,790",,,,,
,,Mercer County,,,,"$378,810",,,"$2,340",,,"$2,010",,,,,
,,Middlesex County,,,,"$470,480",,,"$2,900",,,"$2,560",,,,,
,,Monmouth County,,,,"$616,750",,,"$3,810",,,"$3,350",,,,,
,,Morris County,,,,"$584,460",,,"$3,610",,,"$3,170",,,,,
,,Ocean County,,,,"$405,680",,,"$2,500",,,"$2,200",,,,,
,,Passaic County,,,,"$464,700",,,"$2,870",,,"$2,520",,,,,
,,Salem County,,,,"$242,350",,,"$1,500",,,"$1,350",,,,,
,,Somerset County,,,,"$531,640",,,"$3,280",,,"$2,890",,,,,
,,Sussex County,,,,"$376,490",,,"$2,320",,,"$2,040",,,,,
,,Union County,,,,"$534,310",,,"$3,300",,,"$2,900",,,,,
,,Warren County,,,,"$383,210",,,"$2,360",,,"$2,030",,,,,
New Mexico,,Bernalillo County,,,,"$300,610",,,"$1,850",,,"$1,670",,,,,
,,Catron County,,,,"$162,710",,,"$1,000",,,$910,,,,,
,,Chaves County,,,,"$138,580",,,$860,,,$770,,,,,
,,Cibola County,,,,"$106,010",,,$650,,,$590,,,,,
,,Colfax County,,,,"$143,990",,,$890,,,$800,,,,,
,,Curry County,,,,"$157,410",,,$970,,,$880,,,,,
,,De Baca County,,,,"$228,050",,,"$1,410",,,"$1,270",,,,,
,,Doña Ana County,,,,"$224,670",,,"$1,390",,,"$1,230",,,,,
,,Eddy County,,,,"$196,000",,,"$1,210",,,"$1,090",,,,,
,,Grant County,,,,"$160,110",,,$990,,,$890,,,,,
,,Guadalupe County,,,,"$121,100",,,$750,,,$680,,,,,
,,Harding County,,,,"$99,350",,,$610,,,$550,,,,,
,,Hidalgo County,,,,"$106,640",,,$660,,,$600,,,,,
,,Lea County,,,,"$182,690",,,"$1,130",,,"$1,020",,,,,
,,Lincoln County,,,,"$203,700",,,"$1,260",,,"$1,140",,,,,
,,Los Alamos County,,,,"$429,360",,,"$2,650",,,"$2,400",,,,,
,,Luna County,,,,"$104,970",,,$650,,,$590,,,,,
,,McKinley County,,,,"$85,620",,,$530,,,$480,,,,,
,,Mora County,,,,"$109,860",,,$680,,,$610,,,,,
,,Otero County,,,,"$168,430",,,"$1,040",,,$940,,,,,
,,Quay County,,,,"$79,900",,,$490,,,$450,,,,,
,,Rio Arriba County,,,,"$221,280",,,"$1,370",,,"$1,240",,,,,
,,Roosevelt County,,,,"$133,270",,,$820,,,$740,,,,,
,,Sandoval County,,,,"$330,120",,,"$2,040",,,"$1,830",,,,,
,,San Juan County,,,,"$193,140",,,"$1,190",,,"$1,070",,,,,
,,San Miguel County,,,,"$156,470",,,$970,,,$870,,,,,
,,Santa Fe County,,,,"$462,410",,,"$2,850",,,"$2,620",,,,,
,,Sierra County,,,,"$143,990",,,$890,,,$800,,,,,
,,Socorro County,,,,"$138,060",,,$850,,,$770,,,,,
,,Taos County,,,,"$326,050",,,"$2,010",,,"$1,820",,,,,
,,Torrance County,,,,"$138,750",,,$860,,,$770,,,,,
,,Union County,,,,"$132,020",,,$810,,,$740,,,,,
,,Valencia County,,,,"$217,010",,,"$1,340",,,"$1,200",,,,,
,,Albany County,,,,"$299,550",,,"$1,850",,,"$1,590",,,,,
,,Allegany County,,,,"$102,560",,,$630,,,$540,,,,,
,,Bronx County,,,,"$523,730",,,"$3,230",,,"$2,840",,,,,
,,Broome County,,,,"$164,690",,,"$1,020",,,$850,,,,,
,,Cattaraugus County,,,,"$119,400",,,$740,,,$630,,,,,
,,Cayuga County,,,,"$182,120",,,"$1,120",,,$960,,,,,
,,Chautauqua County,,,,"$134,800",,,$830,,,$710,,,,,
,,Chemung County,,,,"$123,220",,,$760,,,$760,,,,,
,,Chenango County,,,,"$133,260",,,$820,,,$700,,,,,
,,Clinton County,,,,"$203,360",,,"$1,250",,,"$1,070",,,,,
,,Columbia County,,,,"$312,200",,,"$1,930",,,"$1,650",,,,,
,,Cortland County,,,,"$163,090",,,"$1,010",,,$860,,,,,
,,Delaware County,,,,"$176,510",,,"$1,090",,,$930,,,,,
,,Dutchess County,,,,"$407,870",,,"$2,520",,,"$2,180",,,,,
,,Erie County,,,,"$240,890",,,"$1,490",,,"$1,310",,,,,
,,Essex County,,,,"$208,530",,,"$1,290",,,"$1,100",,,,,
,,Franklin County,,,,"$144,820",,,$890,,,$760,,,,,
,,Fulton County,,,,"$156,260",,,$960,,,$820,,,,,
New York,,Genesee County,,,,"$163,530",,,"$1,010",,,$860,,,,,
,,Greene County,,,,"$252,550",,,"$1,560",,,"$1,330",,,,,
,,Hamilton County,,,,"$225,480",,,"$1,390",,,"$1,190",,,,,
,,Herkimer County,,,,"$142,410",,,$880,,,$760,,,,,
,,Jefferson County,,,,"$195,550",,,"$1,210",,,"$1,030",,,,,
,,Kings County,,,,"$908,770",,,"$5,610",,,"$4,940",,,,,
,,Lewis County,,,,"$160,770",,,$990,,,$850,,,,,
,,Livingston County,,,,"$176,790",,,"$1,090",,,$930,,,,,
,,Madison County,,,,"$180,260",,,"$1,110",,,$950,,,,,
,,Monroe County,,,,"$221,230",,,"$1,370",,,"$1,160",,,,,
,,Montgomery County,,,,"$145,590",,,$900,,,$770,,,,,
,,Nassau County,,,,"$699,940",,,"$4,320",,,"$3,800",,,,,
,,New York County,,,,"$1,075,790",,,"$6,640",,,"$5,840",,,,,
,,Niagara County,,,,"$206,940",,,"$1,280",,,"$1,130",,,,,
,,Oneida County,,,,"$182,660",,,"$1,130",,,$980,,,,,
,,Onondaga County,,,,"$200,500",,,"$1,240",,,"$1,060",,,,,
,,Ontario County,,,,"$233,280",,,"$1,440",,,"$1,230",,,,,
,,Orange County,,,,"$404,380",,,"$2,500",,,"$2,160",,,,,
,,Orleans County,,,,"$135,100",,,$830,,,$710,,,,,
,,Oswego County,,,,"$153,750",,,$950,,,$810,,,,,
,,Otsego County,,,,"$183,220",,,"$1,130",,,$970,,,,,
,,Putnam County,,,,"$466,730",,,"$2,880",,,"$2,530",,,,,
,,Queens County,,,,"$730,950",,,"$4,510",,,"$3,970",,,,,
,,Rensselaer County,,,,"$271,940",,,"$1,680",,,"$1,440",,,,,
,,Richmond County,,,,"$676,740",,,"$4,180",,,"$3,680",,,,,
,,Rockland County,,,,"$590,770",,,"$3,650",,,"$3,210",,,,,
,,St. Lawrence County,,,,"$134,250",,,$830,,,$710,,,,,
,,Saratoga County,,,,"$373,510",,,"$2,300",,,"$1,980",,,,,
,,Schenectady County,,,,"$244,990",,,"$1,510",,,"$1,300",,,,,
,,Schoharie County,,,,"$185,610",,,"$1,150",,,$980,,,,,
,,Schuyler County,,,,"$166,280",,,"$1,030",,,$880,,,,,
,,Seneca County,,,,"$145,260",,,$900,,,$770,,,,,
,,Steuben County,,,,"$136,570",,,$840,,,$720,,,,,
,,Suffolk County,,,,"$583,500",,,"$3,600",,,"$3,170",,,,,
,,Sullivan County,,,,"$302,400",,,"$1,870",,,"$1,600",,,,,
,,Tioga County,,,,"$162,550",,,"$1,000",,,$840,,,,,
,,Ulster County,,,,"$370,750",,,"$2,290",,,"$1,960",,,,,
,,Warren County,,,,"$293,830",,,"$1,810",,,"$1,500",,,,,
,,Washington County,,,,"$201,230",,,"$1,240",,,"$1,030",,,,,
,,Wayne County,,,,"$182,090",,,"$1,120",,,$960,,,,,
,,Westchester County,,,,"$678,770",,,"$4,190",,,"$3,690",,,,,
,,Wyoming County,,,,"$157,360",,,$970,,,$830,,,,,
,,Yates County,,,,"$175,850",,,"$1,090",,,$930,,,,,
,,Alamance County,,,,"$240,940",,,"$1,490",,,"$1,350",,,,,
,,Alexander County,,,,"$176,760",,,"$1,090",,,$980,,,,,
,,Alleghany County,,,,"$188,460",,,"$1,160",,,"$1,000",,,,,
,,Anson County,,,,"$123,060",,,$760,,,$680,,,,,
,,Ashe County,,,,"$218,520",,,"$1,350",,,"$1,160",,,,,
,,Avery County,,,,"$236,840",,,"$1,460",,,"$1,250",,,,,
,,Beaufort County,,,,"$175,410",,,"$1,080",,,$930,,,,,
,,Bertie County,,,,"$95,980",,,$590,,,$510,,,,,
,,Bladen County,,,,"$127,140",,,$780,,,$670,,,,,
,,Brunswick County,,,,"$375,440",,,"$2,320",,,"$1,970",,,,,
,,Buncombe County,,,,"$395,020",,,"$2,440",,,"$2,170",,,,,
,,Burke County,,,,"$206,000",,,"$1,270",,,"$1,150",,,,,
,,Cabarrus County,,,,"$375,200",,,"$2,320",,,"$2,060",,,,,
,,Caldwell County,,,,"$198,060",,,"$1,220",,,"$1,100",,,,,
,,Camden County,,,,"$286,310",,,"$1,770",,,"$1,520",,,,,
,,Carteret County,,,,"$338,740",,,"$2,090",,,"$1,790",,,,,
,,Caswell County,,,,"$152,040",,,$940,,,$800,,,,,
,,Catawba County,,,,"$245,460",,,"$1,510",,,"$1,370",,,,,
,,Chatham County,,,,"$417,060",,,"$2,570",,,"$2,300",,,,,
,,Cherokee County,,,,"$212,260",,,"$1,310",,,"$1,120",,,,,
,,Chowan County,,,,"$198,990",,,"$1,230",,,"$1,050",,,,,
,,Clay County,,,,"$276,330",,,"$1,700",,,"$1,460",,,,,
,,Cleveland County,,,,"$209,850",,,"$1,290",,,"$1,110",,,,,
,,Columbus County,,,,"$131,420",,,$810,,,$700,,,,,
,,Craven County,,,,"$232,010",,,"$1,430",,,"$1,230",,,,,
,,Cumberland County,,,,"$206,810",,,"$1,280",,,"$1,100",,,,,
,,Currituck County,,,,"$333,710",,,"$2,060",,,"$1,820",,,,,
,,Dare County,,,,"$424,090",,,"$2,620",,,"$2,250",,,,,
,,Davidson County,,,,"$240,680",,,"$1,480",,,"$1,270",,,,,
,,Davie County,,,,"$232,920",,,"$1,440",,,"$1,270",,,,,
,,Duplin County,,,,"$123,300",,,$760,,,$650,,,,,
,,Durham County,,,,"$396,980",,,"$2,450",,,"$2,190",,,,,
,,Edgecombe County,,,,"$116,930",,,$720,,,$620,,,,,
,,Forsyth County,,,,"$266,680",,,"$1,650",,,"$1,460",,,,,
,,Franklin County,,,,"$282,160",,,"$1,740",,,"$1,560",,,,,
,,Gaston County,,,,"$276,160",,,"$1,700",,,"$1,520",,,,,
,,Gates County,,,,"$167,840",,,"$1,040",,,$890,,,,,
,,Graham County,,,,"$146,990",,,$910,,,$780,,,,,
,,Granville County,,,,"$228,830",,,"$1,410",,,"$1,210",,,,,
,,Greene County,,,,"$113,080",,,$700,,,$630,,,,,
,,Guilford County,,,,"$261,550",,,"$1,610",,,"$1,430",,,,,
,,Halifax County,,,,"$108,270",,,$670,,,$570,,,,,
,,Harnett County,,,,"$267,220",,,"$1,650",,,"$1,410",,,,,
,,Haywood County,,,,"$240,800",,,"$1,490",,,"$1,320",,,,,
,,Henderson County,,,,"$352,470",,,"$2,170",,,"$1,930",,,,,
,,Hertford County,,,,"$113,650",,,$700,,,$600,,,,,
,,Hoke County,,,,"$193,100",,,"$1,190",,,"$1,030",,,,,
,,Hyde County,,,,"$115,510",,,$710,,,$610,,,,,
,,Iredell County,,,,"$351,070",,,"$2,170",,,"$1,930",,,,,
,,Jackson County,,,,"$263,820",,,"$1,630",,,"$1,400",,,,,
,,Johnston County,,,,"$305,020",,,"$1,880",,,"$1,680",,,,,
,,Jones County,,,,"$126,590",,,$780,,,$670,,,,,
,,Lee County,,,,"$280,600",,,"$1,730",,,"$1,490",,,,,
,,Lenoir County,,,,"$111,450",,,$690,,,$590,,,,,
,,Lincoln County,,,,"$292,140",,,"$1,800",,,"$1,600",,,,,
,,McDowell County,,,,"$168,170",,,"$1,040",,,$890,,,,,
,,Macon County,,,,"$231,350",,,"$1,430",,,"$1,220",,,,,
,,Madison County,,,,"$250,120",,,"$1,540",,,"$1,370",,,,,
,,Martin County,,,,"$108,820",,,$670,,,$580,,,,,
,,Mecklenburg County,,,,"$426,200",,,"$2,630",,,"$2,340",,,,,
,,Mitchell County,,,,"$209,960",,,"$1,300",,,"$1,110",,,,,
,,Montgomery County,,,,"$153,470",,,$950,,,$810,,,,,
,,Moore County,,,,"$371,650",,,"$2,290",,,"$1,970",,,,,
,,Nash County,,,,"$205,680",,,"$1,270",,,"$1,080",,,,,
,,New Hanover County,,,,"$407,740",,,"$2,520",,,"$2,140",,,,,
,,Northampton County,,,,"$105,310",,,$650,,,$560,,,,,
,,Onslow County,,,,"$234,880",,,"$1,450",,,"$1,330",,,,,
,,Orange County,,,,"$467,730",,,"$2,890",,,"$2,580",,,,,
,,Pamlico County,,,,"$217,860",,,"$1,340",,,"$1,150",,,,,
,,Pasquotank County,,,,"$221,040",,,"$1,360",,,"$1,170",,,,,
,,Pender County,,,,"$350,550",,,"$2,160",,,"$1,840",,,,,
,,Perquimans County,,,,"$231,570",,,"$1,430",,,"$1,230",,,,,
,,Person County,,,,"$182,090",,,"$1,120",,,"$1,010",,,,,
,,Pitt County,,,,"$231,480",,,"$1,430",,,"$1,290",,,,,
,,Polk County,,,,"$279,730",,,"$1,730",,,"$1,480",,,,,
